#HashTags,User,Location,Devices,Tweet,Favourites,Followers count,isVerifiedUser,Retweet Count
['FashionPolice'],Lifeee_withCurt,NOLA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",They need to bring back #FashionPolice for award season. All of these looks are not particularly “ givin”. We need… https://t.co/IA8LPgXIuc,1497,571,FALSE,0
['Oscar'],xtswifts13,"happy, free, confused & lonely","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @andrewthinker: HE LOOKS PERFECT! #Oscar https://t.co/UVJipPHRUR,36607,5975,FALSE,0
['Oscar'],ItsDreaB,Motherhood ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Red is the color of choice tonight apparently. #Oscar,24410,959,FALSE,0
['Oscar'],rubtrueblue,!¡ louis & auron ‹𝟹,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @billieethinker: the queen arrived #Oscar https://t.co/HZzLdtCLTw,14579,2231,FALSE,0
['Oscar'],knick_jj,Thailand,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @EuphoriaHBONews: Jacob Elordi attends the 94th Annual Academy Awards at Hollywood! #Oscar https://t.co/HITv7lSvgr,6975,365,FALSE,0
['Oscar'],lizie_ct,exo is 9,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @FILSP4CE: OK IT’S HAPPENING EVERYBODY STAY CALM  #Oscar https://t.co/bQzhEgCtlS,12284,98,FALSE,0
['Oscar'],kimmieyummie,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",So far Chloe and Halle have won the red carpet #Oscar,35730,117,FALSE,0
[],uhmavi,05.08.16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",he’s feeding me rn,26045,384,FALSE,0
['Oscar'],BmSluvdatea,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @EuphoriaHBONews: Zendaya attends the 94th Oscars at the Dolby Theatre in Hollywood! #Oscar https://t.co/LRhVnbfesO,5812,58,FALSE,0
['Oscar'],LmcfP,Portugal,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Devindra The best #Oscar night award 
congratulations",59212,122,FALSE,0
['Oscar'],MatthewLWalker1,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ninaturner: Sen. Joe Manchin (D-WV) 

He gets an #Oscar for acting like he cares about coal miners. https://t.co/TTKZZIXgiy",2598,135,FALSE,0
['Oscar'],jgboston,"Boston, MA","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@latimes Upsetting.#Oscar,4878,364,FALSE,0
['Oscar'],SedecraMarcedes,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @blkgirlculture: King Richard’ stars Saniyya Sidney and Demi Singleton are giving princess tonight💫  #Oscar https://t.co/eCWI0EHHpg,58755,702,FALSE,0
['Oscar'],jiaqikahei,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @VVFriedman: Kristen Stewart, also breaking some #Oscar red carpet rules. No mermaid dresses! No princess frocks! It's about time. https…",27768,46,FALSE,0
"['Oscar', 'EchoParkGP']",scottaltimaman,The Austin Texas,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Finish this thing.  I wanna go home and watch the #Oscar #EchoParkGP,7299,713,FALSE,0
[],SportsNewsReals,Click Here:,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @SportsNewsReals: The 94th Oscars Award 2022 Live Stream For Free

Live Now:: https://t.co/jfALlKfzPc

Watch Live Stream Free 94th Acade…",87,30,FALSE,0
['Oscar'],KarlaPeter11,under shawmila’s skin,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",where is @ShawnMendes  #Oscar,41889,123,FALSE,0
[],juliemuncy23,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","celebrities, they're just like us*

*trans girls who don't know how to dress so they spend several years just tryin… https://t.co/6YD8gMnqKb",97403,4753,TRUE,0
[],MagEstrella,Dominican Republic,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Roomies 😍,3050,732,FALSE,0
['Oscar'],_brunafego,"Niterói, Brasil","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @anthunesarth: Venus Williams no tapete vermelho do Oscar 2022. #Oscar 

(Foto: Getty Images / Too Fab) https://t.co/nGZ3VGVkHy",13862,80,FALSE,0
"['Dune', 'Oscar', 'Oscars', 'AcademyAwards']",RyanRabideau1,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @NextBestPicture: The #Dune Best Sound #Oscar acceptance speech #Oscars #AcademyAwards

Credit @kylebuchanan https://t.co/FdGAof0wBx",12589,44,FALSE,0
[],jonovision_man,"Whitby, ON","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Literally just said this to my wife.
They were horrible but at least they were entertaining and... professional?
Or… https://t.co/2HuImlYdlg",31249,251,FALSE,0
"['Oscar', 'VenusWilliams']",longLXVEwxlm,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @hoskas: VENUS WILLIAMS LOOKS LIKE A 1960S GODDESS OH MY GOD #Oscar #VenusWilliams https://t.co/9U9e5nVwem,3037,174,FALSE,0
['Oscar'],omgitsmv,"London, England","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @IndieWire: Timothée Chalamet is here and #Oscar ready! https://t.co/SoPjvhZToF,3898,1148,FALSE,0
['Oscar'],llindsayluv,peacehaven,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @EuphoriaHBONews: Zendaya attends the 94th Oscars at the Dolby Theatre in Hollywood! #Oscar https://t.co/LRhVnbfesO,12661,263,FALSE,0
['Oscar'],greedyahs,harley quinn | regina ♡︎,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @safefortimmy: #Oscar details. https://t.co/nptvz9q3Xz,21892,2957,FALSE,0
"['Oscar', 'Encanto']",LovettBlack,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @pepa_madrigall: The Team Encanto
#Oscar #Encanto https://t.co/ofQmwtGptD",1102,476,FALSE,0
"['Oscar', 'Oscars', 'Oscar2022', 'thelostdaughter']",_monanageller,"Rio Grande do Sul, Brasil","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Jessie Buckley #Oscar #Oscars #Oscar2022 #thelostdaughter https://t.co/1Pagy99p3z,65713,302,FALSE,0
['Oscar'],BTSMYL1FE,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @safefortimmy: he served #Oscar https://t.co/8KCTefK7I5,1781,18,FALSE,0
[],ATSUMUSTOE,she/her | age 13-16 | 🇨🇦🇵🇰,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",she’s so beautiful but the outfit ☹️☹️,30586,328,FALSE,0
['Oscar'],I_saw_stars13,she/her,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @safefortimmy: #Oscar details. https://t.co/nptvz9q3Xz,12509,90,FALSE,0
[],Danii_Ferr0,Bajo El Cielo Purpura De Roma,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Always same style 🙄,3496,1252,FALSE,0
['Oscar'],evlreem,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",anyway zendaya at the #Oscar https://t.co/EZMgiRDEsZ,4104,57,FALSE,0
"['ourflagmeansdeath', 'Oscar']",joker4mothman,she/they,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @chaoticmulaney: stede bonnet’s petrified orange has just arrived at the Oscars

 #ourflagmeansdeath #Oscar https://t.co/BHPndMbeXT",3618,27,FALSE,0
['oscar'],laurravega,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @a1andar: kelly mantle has just arrived to the 2022 #oscar red carpet 🤩 https://t.co/T5SX3uCgRI,27855,246,FALSE,0
['Oscar'],lizzzy_272,"Columbus, OH","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @LOVEROFPALLOM: TIMOTHEE CHALAMET AND ANDREW GARFIELD EVERYONE #Oscar https://t.co/fgwIgtsVWP,15674,292,FALSE,0
"['Oscar', 'Oscars2022']",paulasidee,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Lulamaybelle: #Oscar nominee Kristen Stewart has arrived! #Oscars2022 https://t.co/UoaLcp2l6Q,780,33,FALSE,0
['Oscar'],TeckieGirl,Dallas TX,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @LanceUlanoff: Judi Dench is a treasure and great on TikTok. #Oscar https://t.co/mnwKShQK5E,471278,6543,FALSE,0
['Oscar'],jeniusj,"New York, NY","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @21metgala: Will Smith and Jada Pinkett Smith attend the 94th #Oscar https://t.co/1RyOzQFAos,306076,1082,FALSE,0
['Oscar'],naddyiafashion2,USA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @CxhCenter: Chloe x Halle have arrived to the #Oscar Red Carpet https://t.co/rjgkkhrFRl,32396,207,FALSE,0
['Oscar'],wlfhrtsch,emma,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @safefortimmy: timothée chalamet being an icon as he damn should #Oscar https://t.co/dncKXGkZe8,5653,805,FALSE,0
['Oscar'],balance_1204,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @liholovesloki: LA SCHIENA I’M LOOKING RESPECTFULLY #Oscar https://t.co/noTMaHlrZy,12790,57,FALSE,0
['Oscar'],Psychotronicci1,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","My top ten films without a single #Oscar nomination which were eligible. 

1. Riders of Justice
2. The Green Knight… https://t.co/5Vik3HF4VB",868,430,FALSE,0
[],Gooner67mdh,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @kwabi28: I have nothing God-fearing to say,94460,1726,FALSE,0
"['Oscar', 'AcademyAward']",buckyswizardhat,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#Oscar  #AcademyAward  oscars academy awards timothée chalamet zendaya hans zimmer dune sweep power of the dog coda… https://t.co/q5ee8kza7a,31,27,FALSE,0
['Oscar'],emohairawsten,|| bi ||minor|| they/them,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @andrewthinker: TONIGHT IS YOUR NIGHT, MY LOVE! 

(video by @RaminSetoodeh) #Oscar https://t.co/zf882oqVA4",76482,772,FALSE,0
[],TEMPLE_LOTUS,United States,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I’ve never seen shorts on the red carpet but leave it to Kristen,13244,82,FALSE,0
['Oscar'],21metgala,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Jay Ellis attends the 94th #Oscar https://t.co/XAgjr77bAd,21,1858,FALSE,0
['AcademyAwards'],JonBlogcentric,EVERYWHERE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@Had_Oscar_Buzz @littlegoldmen @OscarRunnerUp 
Here are my final #AcademyAwards predictions:… https://t.co/LICjfVgfGb",1251,2420,FALSE,0
['Oscar'],H0ranIsMyLife,sof 🤎,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Yelena Belova at the #Oscar https://t.co/mO4cbYJYwO,33615,1260,FALSE,0
['Oscar'],natsvostokoff,21,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @sjohanssongifs: scarlett johansson at the #Oscar https://t.co/sNoGEB2jXE,11229,691,FALSE,0
[],Fcrmula1,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BREAKING: the user @Madiethebadieee being horny once more,283,33,FALSE,0
"['Oscar', 'TapeteVermelhoE']",yallagen,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Let's go #Oscar #TapeteVermelhoE https://t.co/XYSw269DxR,3800,33,FALSE,0
['Oscar'],katnissfk,london ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @LOVEROFPALLOM: TIMOTHEE CHALAMET AND ANDREW GARFIELD EVERYONE #Oscar https://t.co/fgwIgtsVWP,7150,354,FALSE,0
['Oscar'],larinasupremacy,Aly i eu duplinha de lendas,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @shawnbestphotos: Shawn is arriving to #Oscar !!!,16236,1481,FALSE,0
['Oscar'],timmyhsb,(she/her),"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @safefortimmy: timothée chalamet being an icon as he damn should #Oscar https://t.co/dncKXGkZe8,24272,1784,FALSE,0
[],studioexec1,United States,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Timothee is going straight from here to the nearest ice rink where he continues his Olympic skating training and tr… https://t.co/z2vZQNqDSN,52831,38721,FALSE,0
[],mrbnatural10,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",God I’m gay (bi),93635,1110,FALSE,0
"['BenedictCumberbatch', 'Oscar']",djarinsaragorn,middle earth | she/her,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Ayatay221: It doesn't matter if #BenedictCumberbatch doesn't win the #Oscar ,he won the 2021. https://t.co/ZD7a7tWzKG",43679,988,FALSE,0
['Oscar'],rareyoons,jikook ; selena gomez ♡,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chapame flaca #Oscar
https://t.co/WpA4fl4eCm",44072,6437,FALSE,0
['Oscar'],iTeymhie,"Calabar, Nigeria","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @FCBarcelona: 🍿 Our third #Oscar nominee is … 𝗞𝗜𝗡𝗚 𝗠𝗘𝗠𝗣𝗛𝗜𝗦 🦁

⭐ Starring: @Memphis https://t.co/7DZFtESZZg",101090,15760,FALSE,0
['Oscar'],bxnoistt,tonkin.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @LOVEROFPALLOM: THIS IS EVERYTHING I WANTED!!!!#Oscar https://t.co/bAwNajRbb0,21457,387,FALSE,0
"['Oscar', 'Oscars2022']",EpiphanySeokji,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @LYTXFakeLove: She’s beyond so beautiful!!

@iambeckyg #Oscar #Oscars2022 https://t.co/tc5borbFjD",95731,440,FALSE,0
['Oscar'],47centimetros,she/they 🏳️‍🌈🇻🇪,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @21metgala: Zendaya attends the 94th #Oscar https://t.co/Elu8SuzCsV,14599,130,FALSE,0
['Oscar'],BmSluvdatea,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @EuphoriaHBONews: SLAY QUEEN!!!!!!!! 😍😍😍😍😍😍😍😍 #Oscar https://t.co/itsoX0dg0B,5813,58,FALSE,0
[],danbe34,"Tecumseh, Oklahoma, USA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Stunning,27342,417,FALSE,0
"['Oscar', 'Oscar2022']",therefvreiam,Italia,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",I JUST DIED DEAD #Oscar #Oscar2022 https://t.co/xII5cszWyP,14202,184,FALSE,0
"['BelfastMovie', 'Oscar']",VannaiolaGabry,"Napoli, Campania","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @mushka_mushk: Dame Judi is here!!! 😍

#BelfastMovie #Oscar https://t.co/AYXgotN7mO",45762,596,FALSE,0
"['Oscar', 'Oscars2022']",durumaximoff,"England, United Kingdom","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",that's the tweet #Oscar #Oscars2022 https://t.co/xeYoCgsgBH,27116,255,FALSE,0
['Oscar'],elleashryver,𝙷𝚘𝚞𝚜𝚎 𝚘𝚏 𝚆𝚒𝚗𝚍,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @klaizzie: SHAKING, CRYING, SHE IS A GODDESS #Oscar https://t.co/ApPd5OdY8k",30198,434,FALSE,0
"['Dune', 'Oscar', 'Oscars', 'AcademyAwards', 'TheDailyGoat']",Alien57842922,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @the_dailygoat: #Dune has won the #Oscar for Best Sound.

#Oscars | #AcademyAwards | #TheDailyGoat https://t.co/pSQuK50BKF",4800,14,FALSE,0
['Oscar'],RayReedMO,"St. Louis, MO","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",One of my opponents for Congress deserves an #Oscar for the way he’s acted like he’s actually from St. Louis…,13801,16217,TRUE,0
"['Oscar', 'Oscars2022']",homemakervegan,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Lulamaybelle: #Oscar nominee Kristen Stewart has arrived! #Oscars2022 https://t.co/UoaLcp2l6Q,88510,175,FALSE,0
['Oscar'],narcisystems,Away,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @christylemire: In all the time they're wasting with these inane #Oscar pre-show gags and bits and regular-person interactions that add…,29148,431,FALSE,0
['Oscar'],cynicole78,"Los Angeles, CA Adjacent","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @christylemire: In all the time they're wasting with these inane #Oscar pre-show gags and bits and regular-person interactions that add…,42636,491,FALSE,0
['Oscar'],FV11GARFIELD,Andrew Garfield,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @pbarnes00: me looking at andrew like this #Oscar https://t.co/NZYJo46bwB,45273,628,FALSE,0
['Oscar'],frstldly23,"Couches, France","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Fabulousity201: If the girls insist on wearing black, Schiaparelli was available. #Oscar https://t.co/qyqEe7ts5B",25107,1018,FALSE,0
[],odetobatch,Mordor | HE/they/she,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",WTF HELLO I PASSED AWAY,111284,885,FALSE,0
['Oscar'],EpiphanySeokji,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @beckygarchives: BECKY G #Oscar https://t.co/X63QrQNLI1,95732,440,FALSE,0
['Oscar'],sapphicnal,23 | she/her ♡ multi ♡ cbyf,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I too would be looking at her in awe #Oscar https://t.co/pRNnbzViwv,213348,3903,FALSE,0
['Oscar'],shangchisluver,˗ˏˋshe/herˎˊ˗ ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",boyfriend!!! &lt;33 #Oscar https://t.co/Z9wl3ZhO8F,8296,218,FALSE,0
['Oscar'],LabanOli,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @bernatviktoria: TIMOTHÉE CHALAMET JUST FUCKING MURDERED ME WHAT #Oscar https://t.co/aMuT5XuU7Q,14704,39,FALSE,0
['oscar'],SpectroMattic,"Florida, USA","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @a1andar: kelly mantle has just arrived to the 2022 #oscar red carpet 🤩 https://t.co/T5SX3uCgRI,121534,750,FALSE,0
['Oscar'],AMBIEBERGIRL,rael. ♡ ,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @andrewthinker: TONIGHT IS YOUR NIGHT, MY LOVE! 

(video by @RaminSetoodeh) #Oscar https://t.co/zf882oqVA4",9380,17249,FALSE,0
"['Dune', 'Oscar', 'Oscars', 'AcademyAwards']",cinefagacuriosa,Sevilla,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @NextBestPicture: The #Dune Best Sound #Oscar acceptance speech #Oscars #AcademyAwards

Credit @kylebuchanan https://t.co/FdGAof0wBx",30889,1773,FALSE,0
['Oscar'],Niell_Standard,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Everyone looks cute in the face but the fashions are off #Oscar https://t.co/ZJ4ciVIr1h,1099,598,FALSE,0
['Oscar'],qissolui,🆆🅴 🅱🅴 🅰🅻🅻 🅽🅸🅶🅷🆃,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @anthunesarth: Venus Williams no tapete vermelho do Oscar 2022. #Oscar 

(Foto: Getty Images / Too Fab) https://t.co/nGZ3VGVkHy",7292,143,FALSE,0
['Oscar'],MeetsFanon,Cali,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @DiscussingFilm: Will Smith is predicted to win his first ever #Oscar tonight.

See our full predictions: https://t.co/zNnVRKfspX https:…",27410,644,FALSE,0
